"module name","license","repository","copyright"
"@protobufjs/utf8@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js","publisher"
"@types/json-schema@7.0.12","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","publisher"
"@types/node@20.4.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","publisher"
"abbrev@1.1.1","ISC","https://github.com/isaacs/abbrev-js","publisher"
"accepts@1.3.8","MIT","https://github.com/jshttp/accepts","publisher"
"acorn-import-assertions@1.9.0","MIT","https://github.com/xtuc/acorn-import-assertions","publisher"
"acorn@8.10.0","MIT","https://github.com/acornjs/acorn","publisher"
"ansi-escapes@4.3.2","MIT","https://github.com/sindresorhus/ansi-escapes","publisher"
"ansi-regex@0.2.1","MIT","https://github.com/sindresorhus/ansi-regex","publisher"
"ansi-regex@5.0.1","MIT","https://github.com/chalk/ansi-regex","publisher"
"ansi-styles@1.1.0","MIT","https://github.com/sindresorhus/ansi-styles","publisher"
"ansi-styles@4.3.0","MIT","https://github.com/chalk/ansi-styles","publisher"
"argparse@2.0.1","Python-2.0","https://github.com/nodeca/argparse","publisher"
"array-flatten@1.1.1","MIT","https://github.com/blakeembrey/array-flatten","publisher"
"asap@2.0.6","MIT","https://github.com/kriskowal/asap","publisher"
"async@3.2.4","MIT","https://github.com/caolan/async","publisher"
"balanced-match@1.0.2","MIT","https://github.com/juliangruber/balanced-match","publisher"
"base64-js@1.5.1","MIT","https://github.com/beatgammit/base64-js","publisher"
"bl@4.1.0","MIT","https://github.com/rvagg/bl","publisher"
"body-parser@1.20.0","MIT","https://github.com/expressjs/body-parser","publisher"
"brace-expansion@1.1.11","MIT","https://github.com/juliangruber/brace-expansion","publisher"
"buffer@5.7.1","MIT","https://github.com/feross/buffer","publisher"
"bytes@3.1.2","MIT","https://github.com/visionmedia/bytes.js","publisher"
"call-bind@1.0.2","MIT","https://github.com/ljharb/call-bind","publisher"
"call-me-maybe@1.0.2","MIT","https://github.com/limulus/call-me-maybe","publisher"
"chalk@0.5.1","MIT","https://github.com/sindresorhus/chalk","publisher"
"chalk@4.1.2","MIT","https://github.com/chalk/chalk","publisher"
"chardet@0.7.0","MIT","https://github.com/runk/node-chardet","publisher"
"cjs-module-lexer@1.2.3","MIT","https://github.com/nodejs/cjs-module-lexer","publisher"
"clear@0.1.0","license","https://github.com/bahamas10/node-clear","publisher"
"cli-color@0.3.2","license","https://github.com/medikoo/cli-color","publisher"
"cli-cursor@3.1.0","MIT","https://github.com/sindresorhus/cli-cursor","publisher"
"cli-spinners@2.7.0","MIT","https://github.com/sindresorhus/cli-spinners","publisher"
"cli-width@3.0.0","ISC","https://github.com/knownasilya/cli-width","publisher"
"clone@1.0.4","MIT","https://github.com/pvorb/node-clone","publisher"
"clui@0.3.6","license","https://github.com/nathanpeck/clui","publisher"
"color-convert@1.9.3","MIT","https://github.com/Qix-/color-convert","publisher"
"color-convert@2.0.1","MIT","https://github.com/Qix-/color-convert","publisher"
"color-name@1.1.3","MIT","https://github.com/dfcreative/color-name","publisher"
"color-name@1.1.4","MIT","https://github.com/colorjs/color-name","publisher"
"color-string@1.9.1","MIT","https://github.com/Qix-/color-string","publisher"
"color@3.2.1","MIT","https://github.com/Qix-/color","publisher"
"colorspace@1.1.4","MIT","https://github.com/3rd-Eden/colorspace","publisher"
"commander@11.0.0","MIT","https://github.com/tj/commander.js","publisher"
"commander@9.5.0","MIT","https://github.com/tj/commander.js","publisher"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map","publisher"
"content-disposition@0.5.4","MIT","https://github.com/jshttp/content-disposition","publisher"
"content-type@1.0.4","MIT","https://github.com/jshttp/content-type","publisher"
"cookie-parser@1.4.6","MIT","https://github.com/expressjs/cookie-parser","publisher"
"cookie-signature@1.0.6","MIT","https://github.com/visionmedia/node-cookie-signature","publisher"
"cookie@0.4.1","MIT","https://github.com/jshttp/cookie","publisher"
"cookie@0.4.2","MIT","https://github.com/jshttp/cookie","publisher"
"cookie@0.5.0","MIT","https://github.com/jshttp/cookie","publisher"
"crypto-randomuuid@1.0.0","MIT","repository","publisher"
"d@0.1.1","MIT","https://github.com/medikoo/d","publisher"
"d@1.0.1","ISC","https://github.com/medikoo/d","publisher"
"dd-trace@3.27.0","BSD-3-Clause","https://github.com/DataDog/dd-trace-js","publisher"
"debug@2.6.9","MIT","https://github.com/visionmedia/debug","publisher"
"debug@3.2.7","MIT","https://github.com/visionmedia/debug","publisher"
"debug@4.3.4","MIT","https://github.com/debug-js/debug","publisher"
"debuglog@1.0.1","MIT","https://github.com/sam-github/node-debuglog","publisher"
"defaults@1.0.4","MIT","https://github.com/sindresorhus/node-defaults","publisher"
"delay@5.0.0","MIT","https://github.com/sindresorhus/delay","publisher"
"depd@2.0.0","MIT","https://github.com/dougwilson/nodejs-depd","publisher"
"destroy@1.2.0","MIT","https://github.com/stream-utils/destroy","publisher"
"dezalgo@1.0.4","ISC","https://github.com/npm/dezalgo","publisher"
"diagnostics_channel@1.1.0","MIT","https://github.com/simon-id/diagnostics_channel-polyfill","publisher"
"dotenv@16.0.3","BSD-2-Clause","https://github.com/motdotla/dotenv","publisher"
"ee-first@1.1.1","MIT","https://github.com/jonathanong/ee-first","publisher"
"emoji-regex@8.0.0","MIT","https://github.com/mathiasbynens/emoji-regex","publisher"
"enabled@2.0.0","MIT","https://github.com/3rd-Eden/enabled","publisher"
"encodeurl@1.0.2","MIT","https://github.com/pillarjs/encodeurl","publisher"
"es5-ext@0.10.62","ISC","https://github.com/medikoo/es5-ext","publisher"
"es6-iterator@0.1.3","MIT","https://github.com/medikoo/es6-iterator","publisher"
"es6-iterator@2.0.3","MIT","https://github.com/medikoo/es6-iterator","publisher"
"es6-symbol@2.0.1","MIT","https://github.com/medikoo/es6-symbol","publisher"
"es6-symbol@3.1.3","ISC","https://github.com/medikoo/es6-symbol","publisher"
"es6-weak-map@0.1.4","MIT","https://github.com/medikoo/es6-weak-map","publisher"
"escape-html@1.0.3","MIT","https://github.com/component/escape-html","publisher"
"escape-string-regexp@1.0.5","MIT","https://github.com/sindresorhus/escape-string-regexp","publisher"
"etag@1.8.1","MIT","https://github.com/jshttp/etag","publisher"
"event-emitter@0.3.5","MIT","https://github.com/medikoo/event-emitter","publisher"
"event-lite@0.1.3","MIT","https://github.com/kawanet/event-lite","publisher"
"express-session@1.17.3","MIT","https://github.com/expressjs/session","publisher"
"express@4.18.1","MIT","https://github.com/expressjs/express","publisher"
"ext@1.7.0","ISC","https://github.com/medikoo/es5-ext#ext","publisher"
"external-editor@3.1.0","MIT","https://github.com/mrkmg/node-external-editor","publisher"
"fecha@4.2.3","MIT","git+https://taylorhakes@github.com/taylorhakes/fecha","publisher"
"figlet@1.5.2","MIT","https://github.com/patorjk/figlet.js","publisher"
"figures@3.2.0","MIT","https://github.com/sindresorhus/figures","publisher"
"finalhandler@1.2.0","MIT","https://github.com/pillarjs/finalhandler","publisher"
"fn.name@1.1.0","MIT","https://github.com/3rd-Eden/fn.name","publisher"
"forwarded@0.2.0","MIT","https://github.com/jshttp/forwarded","publisher"
"fresh@0.5.2","MIT","https://github.com/jshttp/fresh","publisher"
"fs-extra@11.1.1","MIT","https://github.com/jprichardson/node-fs-extra","publisher"
"fs.realpath@1.0.0","ISC","https://github.com/isaacs/fs.realpath","publisher"
"function-bind@1.1.1","MIT","https://github.com/Raynos/function-bind","publisher"
"get-intrinsic@1.1.3","MIT","https://github.com/ljharb/get-intrinsic","publisher"
"glob@7.2.3","ISC","https://github.com/isaacs/node-glob","publisher"
"graceful-fs@4.2.11","ISC","https://github.com/isaacs/node-graceful-fs","publisher"
"has-ansi@0.1.0","MIT","https://github.com/sindresorhus/has-ansi","publisher"
"has-flag@4.0.0","MIT","https://github.com/sindresorhus/has-flag","publisher"
"has-symbols@1.0.3","MIT","https://github.com/inspect-js/has-symbols","publisher"
"has@1.0.3","MIT","https://github.com/tarruda/has","publisher"
"hash-honeypot@1.0.2","Apache-2","repository","publisher"
"hosted-git-info@2.8.9","ISC","https://github.com/npm/hosted-git-info","publisher"
"http-errors@2.0.0","MIT","https://github.com/jshttp/http-errors","publisher"
"iconv-lite@0.4.24","MIT","https://github.com/ashtuchkin/iconv-lite","publisher"
"iconv-lite@0.6.3","MIT","https://github.com/ashtuchkin/iconv-lite","publisher"
"ieee754@1.2.1","BSD-3-Clause","https://github.com/feross/ieee754","publisher"
"ignore@5.2.0","MIT","https://github.com/kaelzhang/node-ignore","publisher"
"import-in-the-middle@1.4.1","Apache-2.0","https://github.com/DataDog/import-in-the-middle","publisher"
"inflight@1.0.6","ISC","https://github.com/npm/inflight","publisher"
"inherits@2.0.4","ISC","https://github.com/isaacs/inherits","publisher"
"inquirer@8.2.4","MIT","https://github.com/SBoudrias/Inquirer.js","publisher"
"int64-buffer@0.1.10","MIT","https://github.com/kawanet/int64-buffer","publisher"
"ipaddr.js@1.9.1","MIT","https://github.com/whitequark/ipaddr.js","publisher"
"ipaddr.js@2.0.1","MIT","https://github.com/whitequark/ipaddr.js","publisher"
"is-arrayish@0.3.2","MIT","https://github.com/qix-/node-is-arrayish","publisher"
"is-core-module@2.11.0","MIT","https://github.com/inspect-js/is-core-module","publisher"
"is-fullwidth-code-point@3.0.0","MIT","https://github.com/sindresorhus/is-fullwidth-code-point","publisher"
"is-interactive@1.0.0","MIT","https://github.com/sindresorhus/is-interactive","publisher"
"is-stream@2.0.1","MIT","https://github.com/sindresorhus/is-stream","publisher"
"is-unicode-supported@0.1.0","MIT","https://github.com/sindresorhus/is-unicode-supported","publisher"
"is-valid-domain@0.1.6","undefined","https://github.com/miguelmota/is-valid-domain","publisher"
"isarray@1.0.0","MIT","https://github.com/juliangruber/isarray","publisher"
"istanbul-lib-coverage@3.2.0","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs","publisher"
"js-yaml@4.1.0","MIT","https://github.com/nodeca/js-yaml","publisher"
"json-parse-even-better-errors@2.3.1","MIT","https://github.com/npm/json-parse-even-better-errors","publisher"
"jsonfile@6.1.0","MIT","https://github.com/jprichardson/node-jsonfile","publisher"
"koalas@1.0.2","MIT","https://github.com/doowb/koalas","publisher"
"kuler@2.0.0","MIT","https://github.com/3rd-Eden/kuler","publisher"
"license-checker@8.0.1","BSD-3-Clause","https://github.com/davglass/license-checker","publisher"
"limiter@1.1.5","license","https://github.com/jhurliman/node-rate-limiter","publisher"
"lodash.get@4.4.2","MIT","https://github.com/lodash/lodash","publisher"
"lodash.isequal@4.5.0","MIT","https://github.com/lodash/lodash","publisher"
"lodash.kebabcase@4.1.1","MIT","https://github.com/lodash/lodash","publisher"
"lodash.pick@4.4.0","MIT","https://github.com/lodash/lodash","publisher"
"lodash.sortby@4.7.0","MIT","https://github.com/lodash/lodash","publisher"
"lodash.uniq@4.5.0","MIT","https://github.com/lodash/lodash","publisher"
"lodash@4.17.21","MIT","https://github.com/lodash/lodash","publisher"
"log-symbols@4.1.0","MIT","https://github.com/sindresorhus/log-symbols","publisher"
"logform@2.4.2","MIT","https://github.com/winstonjs/logform","publisher"
"long@5.2.3","Apache-2.0","https://github.com/dcodeIO/long.js","publisher"
"lru-cache@5.1.1","ISC","https://github.com/isaacs/node-lru-cache","publisher"
"lru-cache@6.0.0","ISC","https://github.com/isaacs/node-lru-cache","publisher"
"lru-cache@7.14.0","ISC","https://github.com/isaacs/node-lru-cache","publisher"
"lru-queue@0.1.0","MIT","https://github.com/medikoo/lru-queue","publisher"
"media-typer@0.3.0","MIT","https://github.com/jshttp/media-typer","publisher"
"memoizee@0.3.10","MIT","https://github.com/medikoo/memoizee","publisher"
"merge-descriptors@1.0.1","MIT","https://github.com/component/merge-descriptors","publisher"
"methods@1.1.2","MIT","https://github.com/jshttp/methods","publisher"
"mime-db@1.52.0","MIT","https://github.com/jshttp/mime-db","publisher"
"mime-types@2.1.35","MIT","https://github.com/jshttp/mime-types","publisher"
"mime@1.6.0","MIT","https://github.com/broofa/node-mime","publisher"
"mimic-fn@2.1.0","MIT","https://github.com/sindresorhus/mimic-fn","publisher"
"minimatch@3.1.2","ISC","https://github.com/isaacs/minimatch","publisher"
"mkdirp@0.3.5","MIT","https://github.com/substack/node-mkdirp","publisher"
"module-details-from-path@1.0.3","MIT","https://github.com/watson/module-details-from-path","publisher"
"ms@2.0.0","MIT","https://github.com/zeit/ms","publisher"
"ms@2.1.2","MIT","https://github.com/zeit/ms","publisher"
"ms@2.1.3","MIT","https://github.com/vercel/ms","publisher"
"msgpack-lite@0.1.26","MIT","https://github.com/kawanet/msgpack-lite","publisher"
"mustache-express@1.3.2","MIT","https://github.com/bryanburgers/node-mustache-express","publisher"
"mustache@4.2.0","MIT","https://github.com/janl/mustache.js","publisher"
"mute-stream@0.0.8","ISC","https://github.com/isaacs/mute-stream","publisher"
"needle@3.2.0","MIT","https://github.com/tomas/needle","publisher"
"negotiator@0.6.3","MIT","https://github.com/jshttp/negotiator","publisher"
"next-tick@0.2.2","MIT","https://github.com/medikoo/next-tick","publisher"
"next-tick@1.1.0","ISC","https://github.com/medikoo/next-tick","publisher"
"node-abort-controller@3.1.1","MIT","https://github.com/southpolesteve/node-abort-controller","publisher"
"node-addon-api@6.1.0","MIT","https://github.com/nodejs/node-addon-api","publisher"
"node-gyp-build@3.9.0","MIT","https://github.com/mafintosh/node-gyp-build","publisher"
"node-gyp-build@4.6.0","MIT","https://github.com/prebuild/node-gyp-build","publisher"
"nopt@2.2.1","undefined","https://github.com/isaacs/nopt","publisher"
"normalize-package-data@2.5.0","BSD-2-Clause","https://github.com/npm/normalize-package-data","publisher"
"npm-normalize-package-bin@1.0.1","ISC","https://github.com/npm/npm-normalize-package-bin","publisher"
"object-inspect@1.12.2","MIT","https://github.com/inspect-js/object-inspect","publisher"
"on-finished@2.4.1","MIT","https://github.com/jshttp/on-finished","publisher"
"on-headers@1.0.2","MIT","https://github.com/jshttp/on-headers","publisher"
"once@1.4.0","ISC","https://github.com/isaacs/once","publisher"
"one-time@1.0.0","MIT","https://github.com/3rd-Eden/one-time","publisher"
"onetime@5.1.2","MIT","https://github.com/sindresorhus/onetime","publisher"
"openapi-types@12.1.3","MIT","https://github.com/kogosoftwarellc/open-api/tree/master/packages/openapi-types","publisher"
"opentracing@0.14.7","Apache-2.0","https://github.com/opentracing/opentracing-javascript","publisher"
"ora@5.4.1","MIT","https://github.com/sindresorhus/ora","publisher"
"os-tmpdir@1.0.2","MIT","https://github.com/sindresorhus/os-tmpdir","publisher"
"p-limit@3.1.0","MIT","https://github.com/sindresorhus/p-limit","publisher"
"parseurl@1.3.3","MIT","https://github.com/pillarjs/parseurl","publisher"
"path-is-absolute@1.0.1","MIT","https://github.com/sindresorhus/path-is-absolute","publisher"
"path-parse@1.0.7","MIT","https://github.com/jbgutierrez/path-parse","publisher"
"path-to-regexp@0.1.7","MIT","https://github.com/component/path-to-regexp","publisher"
"pify@5.0.0","MIT","https://github.com/sindresorhus/pify","publisher"
"pprof-format@2.0.7","MIT","https://github.com/DataDog/pprof-format","publisher"
"prettier@2.8.6","MIT","https://github.com/prettier/prettier","publisher"
"protobufjs@7.2.4","BSD-3-Clause","https://github.com/protobufjs/protobuf.js","publisher"
"proxy-addr@2.0.7","MIT","https://github.com/jshttp/proxy-addr","publisher"
"punycode@2.1.1","MIT","https://github.com/bestiejs/punycode.js","publisher"
"qs@6.10.3","BSD-3-Clause","https://github.com/ljharb/qs","publisher"
"random-bytes@1.0.0","MIT","https://github.com/crypto-utils/random-bytes","publisher"
"range-parser@1.2.1","MIT","https://github.com/jshttp/range-parser","publisher"
"raw-body@2.5.1","MIT","https://github.com/stream-utils/raw-body","publisher"
"read-installed@4.0.3","ISC","https://github.com/isaacs/read-installed","publisher"
"read-package-json@2.1.2","ISC","https://github.com/npm/read-package-json","publisher"
"readable-stream@3.6.0","MIT","https://github.com/nodejs/readable-stream","publisher"
"readdir-scoped-modules@1.1.0","ISC","https://github.com/npm/readdir-scoped-modules","publisher"
"resolve@1.22.1","MIT","https://github.com/browserify/resolve","publisher"
"restore-cursor@3.1.0","MIT","https://github.com/sindresorhus/restore-cursor","publisher"
"retry@0.10.1","MIT","https://github.com/tim-kos/node-retry","publisher"
"run-async@2.4.1","MIT","https://github.com/SBoudrias/run-async","publisher"
"rxjs@7.5.7","Apache-2.0","https://github.com/reactivex/rxjs","publisher"
"safe-buffer@5.2.1","MIT","https://github.com/feross/safe-buffer","publisher"
"safe-stable-stringify@2.4.0","MIT","https://github.com/BridgeAR/safe-stable-stringify","publisher"
"safer-buffer@2.1.2","MIT","https://github.com/ChALkeR/safer-buffer","publisher"
"sax@1.2.4","ISC","https://github.com/isaacs/sax-js","publisher"
"semver@5.7.1","ISC","https://github.com/npm/node-semver","publisher"
"semver@7.5.4","ISC","https://github.com/npm/node-semver","publisher"
"send@0.18.0","MIT","https://github.com/pillarjs/send","publisher"
"serve-static@1.15.0","MIT","https://github.com/expressjs/serve-static","publisher"
"setprototypeof@1.2.0","ISC","https://github.com/wesleytodd/setprototypeof","publisher"
"side-channel@1.0.4","MIT","https://github.com/ljharb/side-channel","publisher"
"signal-exit@3.0.7","ISC","https://github.com/tapjs/signal-exit","publisher"
"simple-swizzle@0.2.2","MIT","https://github.com/qix-/node-simple-swizzle","publisher"
"slide@1.1.6","ISC","https://github.com/isaacs/slide-flow-control","publisher"
"source-map@0.7.4","BSD-3-Clause","https://github.com/mozilla/source-map","publisher"
"spdx-correct@3.2.0","Apache-2.0","https://github.com/jslicense/spdx-correct.js","publisher"
"spdx-exceptions@2.3.0","CC-BY-3.0","https://github.com/kemitchell/spdx-exceptions.json","publisher"
"spdx-expression-parse@3.0.1","MIT","https://github.com/jslicense/spdx-expression-parse.js","publisher"
"spdx-license-ids@3.0.13","CC0-1.0","https://github.com/jslicense/spdx-license-ids","publisher"
"split@1.0.1","MIT","https://github.com/dominictarr/split","publisher"
"stack-trace@0.0.10","MIT","https://github.com/felixge/node-stack-trace","publisher"
"statuses@2.0.1","MIT","https://github.com/jshttp/statuses","publisher"
"string-width@4.2.3","MIT","https://github.com/sindresorhus/string-width","publisher"
"string_decoder@1.3.0","MIT","https://github.com/nodejs/string_decoder","publisher"
"strip-ansi@0.3.0","MIT","https://github.com/sindresorhus/strip-ansi","publisher"
"strip-ansi@6.0.1","MIT","https://github.com/chalk/strip-ansi","publisher"
"supports-color@0.2.0","MIT","https://github.com/sindresorhus/supports-color","publisher"
"supports-color@7.2.0","MIT","https://github.com/chalk/supports-color","publisher"
"supports-preserve-symlinks-flag@1.0.0","MIT","https://github.com/inspect-js/node-supports-preserve-symlinks-flag","publisher"
"swagger-parser@10.0.3","MIT","https://github.com/APIDevTools/swagger-parser","publisher"
"text-hex@1.0.0","MIT","https://github.com/3rd-Eden/text-hex","publisher"
"through@2.3.8","MIT","https://github.com/dominictarr/through","publisher"
"timers-ext@0.1.7","ISC","https://github.com/medikoo/timers-ext","publisher"
"tmp@0.0.33","MIT","https://github.com/raszi/node-tmp","publisher"
"toidentifier@1.0.1","MIT","https://github.com/component/toidentifier","publisher"
"treeify@1.1.0","MIT","https://github.com/notatestuser/treeify","publisher"
"triple-beam@1.3.0","MIT","https://github.com/winstonjs/triple-beam","publisher"
"tslib@2.4.0","0BSD","https://github.com/Microsoft/tslib","publisher"
"type-fest@0.21.3","(MIT OR CC0-1.0)","https://github.com/sindresorhus/type-fest","publisher"
"type-is@1.6.18","MIT","https://github.com/jshttp/type-is","publisher"
"type@1.2.0","ISC","https://github.com/medikoo/type","publisher"
"type@2.7.2","ISC","https://github.com/medikoo/type","publisher"
"uid-safe@2.1.5","MIT","https://github.com/crypto-utils/uid-safe","publisher"
"universalify@2.0.0","MIT","https://github.com/RyanZim/universalify","publisher"
"unpipe@1.0.0","MIT","https://github.com/stream-utils/unpipe","publisher"
"util-deprecate@1.0.2","MIT","https://github.com/TooTallNate/util-deprecate","publisher"
"util-extend@1.0.3","MIT","https://github.com/isaacs/util-extend","publisher"
"utils-merge@1.0.1","MIT","https://github.com/jaredhanson/utils-merge","publisher"
"validate-npm-package-license@3.0.4","Apache-2.0","https://github.com/kemitchell/validate-npm-package-license.js","publisher"
"validator@13.9.0","MIT","https://github.com/validatorjs/validator.js","publisher"
"vary@1.1.2","MIT","https://github.com/jshttp/vary","publisher"
"wcwidth@1.0.1","MIT","https://github.com/timoxley/wcwidth","publisher"
"winston-transport@4.5.0","MIT","https://github.com/winstonjs/winston-transport","publisher"
"winston@3.8.2","MIT","https://github.com/winstonjs/winston","publisher"
"wrap-ansi@7.0.0","MIT","https://github.com/chalk/wrap-ansi","publisher"
"wrappy@1.0.2","ISC","https://github.com/npm/wrappy","publisher"
"yallist@3.1.1","ISC","https://github.com/isaacs/yallist","publisher"
"yallist@4.0.0","ISC","https://github.com/isaacs/yallist","publisher"
"yocto-queue@0.1.0","MIT","https://github.com/sindresorhus/yocto-queue","publisher"
"z-schema@5.0.5","MIT","https://github.com/zaggino/z-schema","publisher"
